customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00918,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),119.61,2278.45,No
CUST-00919,Female,0,No,No,69,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,44.1,2924.28,No
CUST-00920,Male,0,No,No,1,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,89.91,81.84,Yes
CUST-00921,Male,0,No,No,65,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),95.32,5752.27,No
CUST-00922,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,77.62,2210.31,No
CUST-00923,Male,0,Yes,No,15,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,27.94,400.4,Yes
CUST-00924,Male,0,No,Yes,0,Yes,No phone service,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),76.38,0.0,Yes
CUST-00925,Male,0,Yes,Yes,71,Yes,No phone service,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),115.25,7884.59,No
CUST-00926,Male,0,No,No,47,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,52.89,2402.35,Yes
CUST-00927,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.25,4042.1,No
CUST-00928,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.86,1355.48,Yes
CUST-00929,Male,0,No,No,14,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,99.4,1372.95,No
CUST-00930,Male,0,No,No,52,Yes,No,No,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,88.21,4319.22,No
CUST-00931,Female,0,No,No,43,No,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),117.06,4965.81,No
CUST-00932,Male,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,35.4,239.02,Yes
CUST-00933,Male,0,No,No,45,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),96.82,3980.29,No
CUST-00934,Female,0,Yes,No,68,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),59.5,3657.06,No
CUST-00935,Male,0,Yes,No,18,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,One year,Yes,Mailed check,54.76,911.17,No
CUST-00936,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Electronic check,71.11,2467.51,No
CUST-00937,Male,0,No,No,10,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,21.44,210.92,No
CUST-00938,Female,0,No,No,42,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),49.88,2040.75,Yes
CUST-00939,Female,0,No,No,19,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,34.95,661.09,No
CUST-00940,Female,0,No,No,19,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.15,583.92,No
CUST-00941,Male,0,No,No,20,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,One year,No,Electronic check,52.41,1021.76,No
CUST-00942,Female,0,No,No,56,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),99.83,5185.33,No
CUST-00943,Male,0,Yes,No,49,Yes,No phone service,No,No,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),38.51,1826.53,No
CUST-00944,Male,0,Yes,No,25,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,72.2,1751.96,No
CUST-00945,Male,0,Yes,No,29,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),94.36,2694.96,Yes
CUST-00946,Male,0,Yes,No,72,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),42.58,2923.63,No
CUST-00947,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,112.27,3249.88,Yes
CUST-00948,Female,0,No,No,41,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),106.38,4013.98,No
CUST-00949,Male,0,No,No,67,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,43.62,2845.61,No
CUST-00950,Male,0,No,No,60,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),118.94,7021.08,No
CUST-00951,Female,0,No,Yes,60,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.26,4965.33,Yes
CUST-00952,Male,0,No,No,69,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,47.18,2967.53,No
CUST-00953,Female,0,No,No,67,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.47,5457.79,No
CUST-00954,Male,1,Yes,No,16,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),85.96,1303.22,Yes
CUST-00955,Male,1,No,No,18,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,79.83,1390.55,No
CUST-00956,Female,0,No,No,50,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,90.59,4221.64,Yes
CUST-00957,Male,0,No,No,69,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),45.37,3080.53,No
CUST-00958,Female,0,No,Yes,62,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.86,6848.27,No
CUST-00959,Male,0,Yes,No,29,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,105.51,2766.92,No
CUST-00960,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),94.07,2211.17,No
CUST-00961,Male,0,No,Yes,70,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,20.68,1396.1,No
CUST-00962,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),78.22,1916.77,No
CUST-00963,Male,0,Yes,No,55,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.06,4630.79,Yes
CUST-00964,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),105.12,1990.66,No
CUST-00965,Male,0,No,Yes,18,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,114.51,1870.26,No
CUST-00966,Male,0,No,No,30,No,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,111.42,3045.71,No
CUST-00967,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,59.42,1456.55,Yes
CUST-00968,Female,0,No,No,41,Yes,No,No,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Mailed check,109.44,4173.59,Yes
CUST-00969,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),18.08,723.05,No
CUST-00970,Female,0,No,No,22,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,53.85,1156.08,Yes
CUST-00971,Male,0,No,No,46,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),29.62,1308.18,No
CUST-00972,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,108.07,1294.72,Yes
CUST-00973,Male,0,Yes,No,65,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),112.65,6821.63,No
CUST-00974,Female,0,No,Yes,65,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,44.11,2627.92,No
CUST-00975,Female,1,No,No,15,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,55.47,810.19,Yes
CUST-00976,Female,0,No,Yes,72,Yes,No,No,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.36,7906.71,No
CUST-00977,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.74,2037.01,Yes
CUST-00978,Female,1,No,Yes,34,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,68.7,2333.01,Yes
CUST-00979,Female,0,No,Yes,40,Yes,No,No,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,69.04,2741.28,No
CUST-00980,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,89.01,2655.55,Yes
CUST-00981,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),115.36,3438.71,No
CUST-00982,Female,0,No,No,53,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.4,2845.8,No
CUST-00983,Male,0,No,No,71,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,35.61,2299.31,No
CUST-00984,Female,0,No,No,58,Yes,No phone service,No,No,No internet service,No,Yes,No,No,One year,Yes,Bank transfer (automatic),36.87,2087.79,No
CUST-00985,Female,0,Yes,Yes,40,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.08,739.11,Yes
CUST-00986,Female,0,No,No,65,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,74.65,4774.77,No
CUST-00987,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,112.77,5953.82,No
CUST-00988,Female,0,No,No,39,Yes,No phone service,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),90.73,3259.77,Yes
CUST-00989,Female,0,Yes,No,27,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,119.28,2923.63,No
CUST-00990,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,110.77,3781.91,No
CUST-00991,Female,0,No,No,64,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,68.17,4271.94,No
CUST-00992,Female,0,Yes,No,54,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),67.63,3568.26,Yes
CUST-00993,Female,0,Yes,No,3,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,82.09,238.8,No
CUST-00994,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),29.32,259.15,No
CUST-00995,Male,0,No,No,46,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),79.98,3375.55,Yes
CUST-00996,Male,1,No,Yes,13,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),65.34,819.85,Yes
CUST-00997,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),83.56,2969.81,No
CUST-00998,Female,0,Yes,No,11,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,75.65,761.7,No
CUST-00999,Male,0,Yes,No,44,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,49.66,2057.09,No
CUST-01000,Female,0,No,No,16,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,79.99,1260.97,No
CUST-01001,Male,0,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),55.33,1875.92,No
CUST-01002,Male,1,Yes,No,65,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,37.85,2377.94,No
CUST-01003,Male,0,Yes,No,40,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.86,3447.28,No
CUST-01004,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,49.25,2968.37,No
CUST-01005,Male,0,Yes,Yes,28,No,No,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,108.68,3035.45,No
CUST-01006,Female,0,No,No,17,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,Two year,No,Electronic check,38.33,588.63,No
CUST-01007,Male,0,Yes,No,19,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),79.21,1433.84,No
CUST-01008,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,76.3,921.58,No
CUST-01009,Female,0,Yes,No,33,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),38.17,1236.17,Yes
CUST-01010,Male,0,Yes,Yes,48,Yes,Yes,No,No,No internet service,No,Yes,Yes,No,Two year,No,Credit card (automatic),62.87,2781.63,Yes
CUST-01011,Male,0,Yes,No,53,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,86.9,4150.44,No
CUST-01012,Female,1,Yes,No,30,Yes,No,No,No internet service,No,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),50.49,1426.03,No
CUST-01013,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,29.61,1529.81,No
CUST-01014,Male,0,No,Yes,41,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Credit card (automatic),80.75,3075.72,No
CUST-01015,Female,0,Yes,Yes,57,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),40.86,2246.05,No
CUST-01016,Female,0,Yes,Yes,29,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,87.51,2358.8,No
CUST-01017,Male,1,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),103.63,2299.54,Yes
CUST-01018,Female,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,30.58,1735.85,No
CUST-01019,Male,0,No,No,18,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,62.64,1030.01,Yes
CUST-01020,Male,1,No,No,71,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),63.38,4286.62,No
CUST-01021,Male,0,No,No,7,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),82.52,559.24,Yes
CUST-01022,Female,1,Yes,No,2,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.11,98.52,Yes
CUST-01023,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Electronic check,60.69,3654.5,No
CUST-01024,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.22,296.69,Yes
CUST-01025,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,30.49,378.82,Yes
CUST-01026,Female,0,Yes,Yes,8,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Credit card (automatic),76.13,571.36,No
CUST-01027,Male,1,Yes,Yes,61,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,40.02,2277.67,No
CUST-01028,Male,0,No,No,20,Yes,No,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,32.75,601.5,No
CUST-01029,Male,0,No,Yes,36,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,51.09,1682.22,No
CUST-01030,Male,0,No,No,10,Yes,No phone service,No,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),34.68,323.87,Yes
CUST-01031,Female,0,Yes,No,19,Yes,No,No,No,No internet service,Yes,No,No,No,Two year,No,Credit card (automatic),24.08,413.67,No
CUST-01032,Male,0,Yes,No,34,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),46.95,1506.37,No
CUST-01033,Female,1,No,No,52,Yes,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,34.76,1735.5,Yes
CUST-01034,Male,0,Yes,Yes,46,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.54,4552.12,Yes
CUST-01035,Female,0,No,No,51,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,24.39,1197.35,Yes
CUST-01036,Female,0,No,No,7,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.24,634.88,Yes
CUST-01037,Male,0,Yes,No,3,Yes,No,No,No internet service,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),57.05,160.44,Yes
CUST-01038,Male,0,No,No,26,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),86.88,2063.11,Yes
CUST-01039,Male,0,No,No,43,Yes,No phone service,No,No,No,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),23.37,949.33,No
CUST-01040,Male,1,No,No,39,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,111.91,4189.33,No
CUST-01041,Female,0,Yes,No,46,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.27,4306.21,No
CUST-01042,Male,0,No,Yes,43,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.29,1364.32,No
CUST-01043,Male,0,No,No,47,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),40.32,1754.04,Yes
CUST-01044,Female,1,No,No,51,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,83.69,3944.33,No
CUST-01045,Male,0,No,No,67,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,112.0,7177.8,No
CUST-01046,Male,0,No,No,10,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,63.47,607.15,Yes
CUST-01047,Male,0,No,No,72,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),67.53,4481.91,No
CUST-01048,Male,0,No,No,3,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,One year,No,Electronic check,42.26,121.55,No
CUST-01049,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),57.07,3840.26,No
CUST-01050,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,47.17,2137.03,No
CUST-01051,Male,0,No,No,25,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,53.76,1248.72,No
CUST-01052,Male,0,Yes,Yes,38,No,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Mailed check,20.1,732.66,No
CUST-01053,Male,1,Yes,Yes,57,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,22.19,1235.53,No
CUST-01054,Male,0,No,No,18,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,87.43,1570.62,No
CUST-01055,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.54,4945.4,No
CUST-01056,Female,0,No,No,27,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.68,1326.09,No
CUST-01057,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,108.32,6680.56,Yes
CUST-01058,Female,0,No,No,9,Yes,No,No,No internet service,No,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),45.14,383.42,No
CUST-01059,Female,0,No,No,57,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,58.37,3003.61,No
CUST-01060,Male,0,No,No,72,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),92.6,6111.13,No
CUST-01061,Male,0,Yes,No,13,Yes,Yes,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,93.84,1105.15,No
CUST-01062,Male,0,No,No,14,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),105.84,1436.77,Yes
CUST-01063,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Mailed check,20.96,631.36,No
CUST-01064,Female,0,No,No,16,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),36.74,532.8,No
CUST-01065,Male,0,No,Yes,23,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,83.34,1857.51,Yes
CUST-01066,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,52.5,1468.37,No
CUST-01067,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),22.44,1330.51,No
CUST-01068,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,77.82,896.47,No
CUST-01069,Male,0,No,Yes,61,No,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),58.09,3246.38,No
CUST-01070,Male,0,No,No,46,Yes,No phone service,No,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),55.14,2298.37,Yes
CUST-01071,Female,0,No,No,15,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),44.97,662.22,No
CUST-01072,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),18.61,1114.79,No
CUST-01073,Male,1,No,Yes,42,Yes,Yes,No,No internet service,Yes,No,No,No,No,Two year,No,Credit card (automatic),36.6,1466.88,No
CUST-01074,Male,1,Yes,No,7,Yes,No phone service,No,Yes,No internet service,No,No,No,No,Two year,No,Electronic check,66.37,440.67,No
CUST-01075,Male,1,No,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,No,Electronic check,46.13,91.53,No
CUST-01076,Female,0,Yes,No,11,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.19,1126.32,No
CUST-01077,Male,0,Yes,Yes,15,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,32.59,468.32,Yes
CUST-01078,Female,1,No,No,58,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),107.28,5798.82,No
CUST-01079,Male,0,No,No,48,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.29,2834.16,No
CUST-01080,Male,0,Yes,Yes,62,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),46.14,2749.79,No
CUST-01081,Male,0,No,Yes,61,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),49.04,2693.79,Yes
CUST-01082,Male,0,No,No,48,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Mailed check,51.67,2370.06,No
CUST-01083,Female,1,No,Yes,50,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),69.67,3261.9,No
CUST-01084,Female,0,Yes,Yes,32,Yes,No phone service,No,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,54.1,1563.64,No
CUST-01085,Male,0,No,No,29,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.02,2298.07,Yes
CUST-01086,Male,0,No,No,58,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),61.37,3478.86,No
CUST-01087,Female,0,No,Yes,14,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.51,1151.04,Yes
CUST-01088,Female,0,Yes,No,22,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),79.65,1689.12,No
